parcel_number,sale_date,sale_price,number_of_bedrooms,number_of_bathrooms,total_livable_area,zip_code,category_code,exterior_condition,interior_condition,census_tract,x_coord,y_coord,crime_count_15min_walk,dist_to_park_ft,park_within_15min_walk,dist_transit_ft,transit_15min_walk,dist_to_hospital_ft,hospitals_15min_walk,total_popE,median_incomeE,per_cap_incomeE,PCBACHMORE,PCTPOVERTY,dist_to_nearest_school_ft,schools_within_15min_walk,age,age2,cooks_d,fitted,residual
433281700,2024-01-20,14.66495268918727,3,0.6931471805599453,6.75110146893676,19140,1,4,4,197,2700023.84462115,258898.42963363,5022,7.600965934076518,1,5.957812693354517,182,8.417134547571816,0,6746,27979,9.485089169016064,5.2485549132947975,56.225911651348945,4.472956465888718,18,100,9.210440366976515,0.0016471577249484077,11.638334079795465,3.026618609391806
041346900,2024-06-11,14.420919370067592,4,0.6931471805599453,7.332369205929062,19131,1,3,6,112,2673867.1790868,243427.88347505,7067,7.15640563718364,6,5.105291700352682,163,8.700939749387441,0,5307,28393,9.779623565313742,12.03170028818444,43.13171283210854,6.659869224371451,9,100,9.210440366976515,0.0015734268541815737,11.794279246396709,2.6266401236708834
433324200,2024-05-22,14.680541679094103,3,0.6931471805599453,6.892641641172089,19140,1,3,4,197,2699616.35691907,259118.09389247,5471,7.340890989396914,1,5.391138694842198,189,8.41607089055985,0,6746,27979,9.485089169016064,5.2485549132947975,56.225911651348945,5.970348203372256,18,100,9.210440366976515,0.0015689491799180935,11.707856261608136,2.972685417485967
433324300,2024-05-22,14.680541679094103,3,0.6931471805599453,6.892641641172089,19140,1,4,4,197,2699618.69057581,259133.28382272,5476,7.336072604805587,1,5.324828688834936,189,8.418706145924336,0,6746,27979,9.485089169016064,5.2485549132947975,56.225911651348945,5.969150952726008,18,100,9.210440366976515,0.0015687329326731399,11.708039893363422,2.9725017857306812
381253200,2024-02-06,9.61587214452889,3,0.6931471805599453,7.090076835776092,19129,1,4,2,171,2689975.88965148,255301.68617097,4895,7.0249767010846105,3,5.941774272469668,152,8.72932700663821,0,3234,27112,9.839908570893256,6.206329634196465,36.42547928262214,6.618643904957133,14,85,8.885440911707585,0.001563315144826824,11.759994167465454,-2.144122022936563
451258700,2023-06-23,9.210440366976515,2,0.6931471805599453,6.932447891572509,19134,1,4,4,379,2711045.00400923,249234.9968608,3274,6.177936692453375,6,6.879792412926838,79,9.088329170076271,0,5105,69198,10.647541702869878,39.70265659273702,20.352595494613123,6.522260526416404,8,100,9.210440366976515,0.001561240536633313,12.133868052216389,-2.923427685239873
433301300,2024-05-22,14.680541679094103,3,0.6931471805599453,6.904750769961838,19140,1,4,4,197,2699818.59896864,259059.01592663,5216,7.461518911803743,1,5.566667572076079,182,8.440972140346473,0,6746,27979,9.485089169016064,5.2485549132947975,56.225911651348945,5.213382297817407,18,100,9.210440366976515,0.0015605351762072346,11.714881284654842,2.965660394439262
401236700,2024-04-25,13.90626583447433,3,0.6931471805599453,6.900730664045173,19142,1,3,4,65,2674454.60967048,228235.65598555,5068,7.236851365930866,3,5.886776068498749,136,8.906607328950422,0,4672,43081,9.912645490320894,14.191988950276244,19.34931506849315,7.430494091120862,10,100,9.210440366976515,0.0015331263037753299,11.606772423684381,2.299493410789949
401237200,2024-04-25,13.90626583447433,3,0.6931471805599453,6.900730664045173,19142,1,4,4,65,2674396.87225315,228179.65314479,5035,7.293012404903272,3,5.7514354901031846,133,8.914577044907421,0,4672,43081,9.912645490320894,14.191988950276244,19.34931506849315,7.477081019881626,11,100,9.210440366976515,0.0015302730287596108,11.607025795285248,2.299240039189083
452034600,2023-11-16,14.076500031686043,2,0.6931471805599453,6.645090969505644,19134,1,5,4,188,2708267.85602023,252305.71939388,9042,7.677826767966471,6,6.436721571158054,127,8.706677510371298,0,3794,20010,8.962263554116761,0.8314855875831485,77.83342119135477,6.823294820978391,12,125,9.65669147255669,0.0015284582885160844,11.164443854069285,2.912056177616758
401122600,2024-07-23,9.90353755128617,3,1.3862943611198906,7.240649694255466,19143,1,4,2,65,2674785.98039882,228760.90657547,5005,6.7066603067498525,3,4.403859827013071,132,8.831419122890136,0,4672,43081,9.912645490320894,14.191988950276244,19.34931506849315,6.9933197760331645,8,105,9.30801139914963,0.0015223305984946658,12.394113176481673,-2.490575625195502
252271400,2023-11-16,14.076500031686043,3,0.6931471805599453,6.6293632534374485,19134,1,5,4,178,2707055.18423298,251968.85720672,9907,7.3451695578480685,4,5.9759133143176735,127,8.524071269117844,0,6592,32009,9.855661923053525,16.23108665749656,40.47330097087379,5.218792741178973,13,105,9.30801139914963,0.0015133604014177682,11.224381923454452,2.8521181082315907
401242900,2024-04-25,13.90626583447433,3,0.6931471805599453,6.932447891572509,19142,1,4,4,65,2674520.65940714,228213.25609596,5133,7.211797146515621,3,5.82693278840704,136,8.909223151601543,0,4672,43081,9.912645490320894,14.191988950276244,19.34931506849315,7.41123000909288,12,105,9.30801139914963,0.0015125746515445362,11.621415548331827,2.2848502861425044
433311300,2024-05-22,14.680541679094103,3,0.6931471805599453,7.050122520269059,19140,1,4,4,197,2699665.69277839,258956.96265306,5348,7.4281347716169615,1,5.870235500339902,185,8.40073249281796,0,6746,27979,9.485089169016064,5.2485549132947975,56.225911651348945,5.802729734389886,18,100,9.210440366976515,0.0014867233826722339,11.784946935490225,2.895594743603877
451140200,2023-09-28,13.772082044422817,2,0.6931471805599453,6.57507584059962,19137,1,4,4,378,2714143.69138139,250233.97681822,1822,7.792350484788316,2,5.767958182561959,44,9.30824919857418,0,2215,60000,10.768779683438469,36.69291338582677,12.099322799097068,7.11974548864327,2,70,8.497194544909547,0.00146814094299614,12.055165258178663,1.7169167862441543
451141200,2023-09-28,13.772082044422817,2,0.6931471805599453,6.57507584059962,19137,1,4,4,378,2714260.38373332,250316.71877871,1793,7.834237986844803,2,5.780122737629878,44,9.299271806201466,0,2215,60000,10.768779683438469,36.69291338582677,12.099322799097068,7.225267471506358,2,70,8.497194544909547,0.0014627375970483443,12.056823688443277,1.7152583559795398
032166800,2023-09-30,9.210440366976515,3,0.6931471805599453,7.009408932708637,19143,1,4,4,82,2670912.98814482,235365.41337955,4015,7.455802208838859,5,6.07951196582881,141,8.274763523864094,0.6931471805599453,7503,32333,9.907230538814964,20.152432190091908,32.62694922031187,5.490355369052943,8,100,9.210440366976515,0.0014572894571176901,11.768025884170749,-2.5575855171942337
