parcel_number,sale_date,sale_price,number_of_bedrooms,number_of_bathrooms,total_livable_area,year_built,zip_code,category_code,exterior_condition,interior_condition,census_tract,x_coord,y_coord,crime_count_15min_walk,dist_to_park_ft,park_within_15min_walk
583168000,2024-06-13,351000,3,1,1224,1960,19116,1,4,4,365,2739141.07183273,299235.08747722,190,3827.7270751858005,1
292061700,2024-05-31,290000,4,1,1820,2024,19121,1,1,1,137,2688713.23207182,245449.7800218,5544,332.18910364241145,5
461167800,2024-06-06,848000,5,3,2721,1925,19143,1,4,4,79,2679313.22921832,235157.42888738,4658,3009.947414789867,2
071204800,2024-06-03,48000,2,1,1024,1935,19134,1,4,4,177,2703989.48662423,250833.15508179,10813,1931.4158184897422,5
451330235,2024-06-17,319500,3,2,1408,2009,19134,1,3,3,379,2712834.85213557,251132.03407721,2850,1190.7323614611496,4
331365400,2024-06-12,60000,2,1,840,1920,19134,1,4,4,192,2707477.21980622,253426.16367529,8853,1421.2160568479273,5
331397000,2024-06-11,30000,3,1,806,1920,19134,1,4,4,191,2709157.51959524,254724.35989779,7321,719.7118199320843,3
383014700,2024-06-14,415000,2,1,1120,1943,19129,1,4,3,207,2685466.57944439,258512.57968354,1232,2244.4559706202267,2
661121100,2024-05-28,360000,3,1,1420,1965,19114,1,4,4,353,2740568.51910906,282408.43313846,872,1857.9212190114936,2
432312800,2024-06-06,37500,3,1,1120,1935,19140,1,4,4,198,2699022.06808139,257251.19637954,6004,2880.110283881188,3
888035352,2024-06-14,525000,3,2,2496,1900,19146,1,4,4,12,2690950.41624573,233777.13276346,10055,1518.8855808345888,5
133126700,2024-06-10,200000,3,1,1032,1930,19144,1,4,3,243,2692025.7080584,261163.68232097,3339,909.6632813442648,1
353133500,2024-06-18,365000,5,2,1600,1920,19111,1,4,4,307,2712792.53561914,273460.69972163,2069,3907.3010244027487,1
888055074,2024-06-11,635000,2,2,1602,1971,19106,1,4,4,10,2697112.2510349,233703.15915813,8389,1113.2949899521236,3
011241600,2024-06-07,155000,3,1,1076,1920,19147,1,4,4,27,2696433.6303449,228343.68595321,4614,1344.295381172839,10
582352000,2024-06-03,471500,4,2,2185,1962,19116,1,4,4,358,2731278.94484048,299989.54823864,528,3577.051037100794,1
433398300,2023-11-25,20000,4,1,1740,1920,19140,1,4,4,197,2699427.65913373,260930.27596363,5773,1345.3844674352674,2
251094305,2024-05-29,364720,3,2,1440,1920,19134,1,3,3,180,2708231.09428273,248526.6360728,4907,867.3513277437385,5
053160800,2024-06-13,715000,2,2,1338,1875,19107,1,3,3,11,2693468.55031706,233882.78314272,13095,1618.6578780401187,5
251459900,2024-06-11,265000,3,2,1192,1925,19134,1,3,2,179,2708148.11872689,248933.66609864,6449,1066.0643317985339,5
663051100,2024-06-10,400000,3,1,1692,1973,19154,1,4,4,363,2743281.55895856,291851.30204797,849,2784.564176041409,3
012274000,2024-05-23,470000,2,2,984,1920,19147,1,4,2,28,2694750.36533873,228502.92743263,5181,716.0300077136792,10
211007300,2024-05-23,319000,3,1,1438,1900,19127,1,4,3,209,2679286.3752694,259969.45242597,895,3084.0256160678496,3
181170210,2024-05-23,620000,4,3,1770,2020,19125,1,1,1,143,2703628.96930064,243240.34776089,3566,404.13195829775304,4
572101600,2024-06-14,296000,3,1,1164,1954,19114,1,4,3,348,2734664.51484098,275612.91687389,1281,3657.0143996387224,1
212338785,2024-06-17,420000,4,3,1668,1980,19128,1,4,4,216,2673184.08596481,266826.10209846,954,1896.9579934091075,1
181443900,2024-06-13,181000,3,2,956,1920,19125,1,4,7,158,2703141.69337231,244563.51899906,4460,1066.5607064835356,5
402272900,2024-04-17,248499,3,1,1178,1920,19142,1,4,2,67,2676613.03547172,224191.42030764,4354,1728.1235898511682,2
402174600,2024-06-15,76000,3,1,1036,1925,19142,1,4,4,67,2675386.98510231,225461.7038563,5297,539.086062668834,4
031032700,2024-06-01,225000,3,1,1260,1925,19139,1,4,3,83,2670989.40269014,238433.62016962,5941,1318.14686429,6
102000500,2024-04-04,30000,3,1,1154,1925,19126,1,5,4,267,2696148.40224081,272649.19183022,4291,1304.4337905111558,4
421599000,2024-05-31,123000,2,1,800,1930,19120,1,4,4,289,2707405.83084139,260711.33414429,2857,2303.5766684736145,2
422466500,2024-04-08,211500,3,2,1376,1900,19120,1,4,4,274,2702190.07093173,266035.37598963,4267,1950.3204309677492,4
392139000,2024-06-14,180000,2,1,1088,1920,19148,1,4,4,41,2695803.42064731,224611.50050421,4797,916.3738590996238,3
402066300,2024-06-10,84000,3,1,1486,1925,19142,1,4,4,67,2677009.50515123,225546.54653439,4554,1991.4078713270203,2
262151000,2024-05-24,370000,3,2,1364,1920,19145,1,3,2,38,2689252.75395864,224628.55526014,4689,1935.339337702616,3
888072224,2024-05-09,400000,2,2,1345,1900,19107,1,4,4,9,2693808.92037123,234186.10307413,12859,1571.179200317117,5
511134700,2024-06-14,94000,3,2,1162,1925,19143,1,4,2,73,2676324.2611149,232803.76266296,5519,2389.574209067518,3
611408400,2024-06-10,220000,3,1,1500,1945,19126,1,4,4,270,2702384.77297014,272551.1766063,1787,1507.021175887379,2
461125700,2024-06-17,975000,5,2,3142,1892,19143,1,3,3,78,2680138.14259472,233898.9389503,3803,2014.2054266258856,2
411174200,2024-06-14,169900,2,1,675,1950,19135,1,4,4,323,2724572.32800439,261690.74032196,2830,644.5839379280513,6
212122300,2024-06-11,505000,3,3,1680,1900,19128,1,3,2,213,2677796.96026923,265131.92766529,1719,2182.4642825634373,3
571010000,2024-05-28,525000,4,2,1958,1955,19136,1,4,3,347,2728757.18347982,273680.75866471,957,3088.570313701368,1
551225100,2024-06-17,233900,4,1,1246,1950,19149,1,3,3,315,2722814.56478764,267345.6948913,4850,1715.725501768194,4
611074400,2024-05-20,279000,3,2,1420,1955,19126,1,4,4,271,2703164.57849714,273029.50307746,1314,1424.3450499865532,2
542339500,2024-06-10,210000,3,1,1296,1950,19149,1,4,4,314,2719841.66883056,270922.06241046,4582,2821.137347080277,1
531257300,2024-06-07,135000,3,1,1086,1925,19149,1,4,4,311,2714277.54970948,267394.72268037,3701,1911.5800337072606,2
352277500,2024-06-17,241000,3,2,1068,1940,19120,1,4,3,305,2710174.36565864,270050.64715855,2105,776.8529295332545,1
888302238,2024-06-06,449000,1,1,952,2012,19146,1,3,3,13,2687258.65295997,232976.43718638,3448,1599.9894050101698,3
353285600,2024-06-18,265000,3,1,1212,1925,19111,1,4,4,306,2712034.22840872,270767.37735239,2599,2094.9537612502186,2
351070800,2024-06-06,150000,3,1,1180,1950,19120,1,4,4,291,2708002.67183931,266444.28298022,2953,2629.1142463635947,2
252357900,2024-06-11,205000,2,1,840,1920,19134,1,4,3,179,2707923.75565857,249416.48009363,8018,1381.8278764158335,6
212463310,2024-06-12,335000,3,1,1380,1985,19128,1,4,4,215,2674776.70974806,266093.53532213,1401,920.2796060518481,1
888054847,2024-05-21,370000,2,1,1084,1967,19147,1,4,4,11,2694583.44342847,232941.04913379,11826,226.04656423487884,7
311264300,2024-05-29,336000,3,1,1061,1875,19125,1,4,3,160,2704175.64340414,246700.24274397,4986,1697.5790838889602,6
611251400,2024-06-11,50000,3,1,1020,1928,19120,1,5,4,274,2703325.6008129,269979.48653972,2762,1722.095014585663,3
453425300,2024-06-13,175000,3,1,1056,1910,19137,1,4,4,380,2717282.83897448,257033.43828489,3735,1553.4913919014666,3
552060800,2024-06-14,275000,3,2,1200,1940,19135,1,4,3,320,2722351.15134439,264156.35514139,4771,1058.0184936557762,7
112238300,2024-06-13,119700,3,1,1242,1925,19140,1,4,3,201,2694565.77679715,255097.01532046,7183,1210.197435668065,2
621241800,2024-06-13,246000,3,1,1170,1950,19149,1,4,4,317,2720811.10783656,264503.11527464,4595,739.2424097771234,4
888000908,2024-06-13,1995000,3,2,2030,2022,19107,1,1,1,11,2693337.83273073,233982.97487147,13120,1783.113354491538,5
551040100,2024-06-10,263800,3,1,1170,1950,19149,1,4,4,316,2721743.38385914,265684.09913313,4791,775.5821131618218,5
302176200,2024-06-10,535000,2,2,1608,1915,19146,1,4,3,13,2688210.58642356,232585.37333597,3819,1792.5517732456276,5
888049604,2024-06-11,520000,2,1,880,1900,19103,1,3,3,8,2688761.42423265,235283.04707447,5596,1160.7854260195636,1
223224310,2024-06-10,552000,4,4,2891,1925,19119,1,4,4,237,2684114.57624289,271812.59540629,1604,2866.6396644125666,2
122239200,2024-05-31,51000,2,1,896,1920,19138,1,4,4,247,2693264.17671005,269730.21440047,3819,1577.1506944156322,4
032022600,2024-06-10,94000,3,2,1080,1925,19143,1,4,2,83,2671655.97255123,236778.91711421,5694,860.7005287882367,5
631342000,2024-06-10,350000,3,1,1344,1953,19111,1,4,3,341,2715950.6188699,282146.29389897,733,1280.189055074914,1
012156200,2024-05-17,405000,2,2,896,1915,19148,1,2,2,28,2695361.64233139,226538.0678453,5287,1060.8181957402153,9
021085010,2024-06-18,665000,3,2,2097,1915,19147,1,4,4,24,2695896.01790306,230511.69539672,4862,1467.3693679964767,11
888200050,2024-06-18,225000,2,2,1015,1965,19119,1,4,4,388,2682899.41266273,274277.02453254,1093,2654.828650645037,1
542292100,2024-06-10,260000,3,1,1188,1950,19149,1,4,4,314,2720127.19581856,271752.36619605,4065,3696.1954401794865,1
071323900,2024-05-29,10000,3,1,980,1920,19134,1,4,4,176,2702592.46874897,252141.78337005,9578,2282.118121613532,7
292203500,2024-06-11,435000,3,2,1288,1920,19121,1,3,3,137,2687201.61501631,244582.05866013,3901,1958.280801902595,2
395365100,2024-06-12,390000,3,1,1168,1925,19148,1,4,4,373,2691678.62968431,220563.52598864,1974,2971.4677024752955,1
061175900,2024-06-18,380000,3,2,1228,1925,19104,1,4,2,92,2682372.37992415,238477.60761447,5956,2260.465112161814,6
551370300,2024-05-29,308000,3,1,1400,1950,19149,1,4,4,315,2724271.80793615,267917.49164796,4710,1256.5111015749644,5
532100900,2024-06-14,340000,3,1,1188,1950,19111,1,4,4,310,2715485.91113789,271854.12386654,3423,2883.372743438215,2
181470800,2024-06-26,310000,2,1,1391,1925,19125,1,4,4,158,2702669.41544548,245655.52304864,4889,676.7143738612405,5
252117100,2024-06-27,65000,3,1,948,1920,19134,1,4,4,178,2705831.38582756,250575.88295855,10574,1485.604385815365,4
322161800,2024-05-29,60000,3,1,986,1915,19121,1,2,2,152,2690249.36974756,247678.19518438,7632,1207.8837848906387,5
361009200,2024-06-03,526000,3,2,1720,1923,19146,1,3,3,21,2690172.81543873,230851.25738163,5130,524.1357202775555,6
888153780,2024-06-19,303600,2,1,736,1900,19130,1,4,3,134,2691967.92503747,240482.2683033,7062,502.5038943057304,2
888001210,2024-06-19,242000,1,1,816,2022,19130,1,1,1,135,2692989.22876914,242580.91305614,7948,886.1074836016271,3
012391300,2024-06-07,760000,4,2,1896,1900,19148,1,4,3,28,2694337.21655872,227486.44652596,5322,997.8629299096829,10
321025200,2024-06-07,182500,3,2,1156,1970,19121,1,4,3,153,2693889.67611523,247784.30914538,8781,975.249401730461,7
888154202,2024-06-26,570000,3,2,1651,2011,19130,1,3,3,133,2693068.10426757,241587.43997747,7414,812.0495163343618,3
183000051,2024-07-01,910000,3,3,2548,2023,19122,1,1,1,157,2700395.52498014,244624.87878446,5465,854.714202190025,7
433061700,2024-06-14,115000,3,1,1060,1940,19140,1,4,4,197,2700239.11256331,258243.0556163,5106,2588.147576933221,1
888520579,2024-06-18,120000,1,1,940,1970,19131,1,4,4,122,2682211.04166414,254532.91867962,1253,3515.3210318368742,1
522017000,2024-06-13,108000,3,1,1126,1925,19131,1,4,4,118,2674039.11673506,247150.13226414,3805,1526.7897714677852,4
043191800,2024-06-10,100000,3,2,1116,1920,19131,1,4,4,113,2673458.07557431,244539.30480863,6279,859.004172039717,5
493101700,2024-06-25,173000,3,1,1136,1950,19141,1,4,3,282,2698943.2276879,266686.52921489,4708,1492.7885286153617,2
352115400,2024-06-10,269900,4,3,1194,1925,19120,1,4,4,305,2710130.02355573,269703.73610696,2152,1103.9617484109192,1
121218300,2024-06-26,188000,3,1,1344,1925,19144,1,4,4,279,2694400.50809881,265144.35283729,3924,821.784086466758,4
314219000,2024-06-25,250000,2,1,821,1875,19125,1,4,2,160,2705542.90838614,247205.24763946,5376,420.44257632426184,4
394206900,2024-06-14,325000,3,2,975,1925,19148,1,4,2,40,2693051.14892089,223700.43900613,4689,2468.5951280367904,5
571015100,2024-06-18,515000,5,2,2398,1965,19136,1,4,4,347,2728454.50462323,274687.34687464,922,3932.899424560794,1
453058700,2024-06-27,247499,3,1,1204,1925,19137,1,4,4,183,2717425.99059106,254260.03241438,1306,2307.347660382321,1
051212935,2024-06-11,651000,3,2,1761,1978,19147,1,3,3,10,2696945.98430707,232684.03094704,7061,315.4384059768554,7
521025800,2024-06-27,74000,4,1,1690,1925,19131,1,4,4,119,2675725.15470156,245467.18845154,4293,1407.433306187035,4
364101000,2024-06-04,225000,3,1,1002,1925,19145,1,4,2,32,2687817.64232756,228035.17246263,4822,1188.9033862011493,4
393475300,2024-06-10,220000,2,1,1108,1920,19148,1,4,4,41,2693974.54110298,224398.71549672,4870,1941.7502654026282,5
314053600,2024-06-21,130000,2,1,746,1875,19125,1,4,4,160,2704764.9010839,246562.22103839,4684,1152.3489825655865,5
453047500,2024-06-25,278000,2,1,1335,1925,19137,1,4,4,183,2717005.73552606,254439.45397155,1506,2743.604134618247,1
402020500,2024-06-21,145000,2,1,846,1920,19143,1,4,4,391,2678240.9518353,227242.30593812,3738,3322.9075931600914,2
091128000,2024-06-06,852000,4,2,2446,1883,19118,1,3,3,387,2680407.50032373,281775.94063705,424,1873.0871441512263,1
324015200,2024-06-11,101101,4,1,1446,1915,19121,1,2,2,149,2689471.94118431,246091.89159846,6671,899.4582781986323,4
463120100,2024-06-25,272500,3,2,1260,1925,19143,1,4,2,81,2674236.70557873,234318.16580214,5781,535.2114110973084,2
213183900,2024-06-25,305000,3,1,1078,1960,19128,1,4,4,212,2678634.34999864,265685.85995638,1346,2220.2619044312114,1
053143700,2024-06-03,800000,3,2,1200,1800,19107,1,3,3,11,2693971.81538664,233692.66442847,12845,1102.7487983899969,5
331327200,2024-06-19,130000,3,1,1260,1920,19134,1,4,4,192,2706640.69195172,254013.45219888,9143,1868.5526792962,4
363253900,2024-06-21,315000,2,2,896,1920,19146,1,2,2,31,2689448.01012981,228833.83162646,5490,1603.4632036324372,6
124001905,2024-06-20,331000,3,1,3255,1995,19144,1,4,4,242,2690492.65305364,264130.94771188,4868,2552.177332417539,3
583104610,2024-06-21,355000,3,1,957,1962,19116,1,4,4,365,2733074.5787164,302561.35510288,321,3786.6095780393357,1
663195200,2024-06-21,350000,3,1,1360,1963,19154,1,3,4,363,2743352.97384198,291934.37537263,846,2780.102610367093,3
361325800,2024-06-18,150000,3,1,1104,1923,19146,1,4,4,20,2688912.71198781,230439.89960855,5089,956.2471247767403,5
012427800,2024-06-21,530000,3,1,1164,1920,19147,1,4,2,29,2693429.1087949,228624.75428872,5368,538.187712296262,10
033215600,2024-06-05,55000,3,1,1452,1920,19143,1,3,4,82,2670873.49544165,232656.71505679,2199,3122.556981974133,2
662206700,2024-06-20,220000,3,2,1089,1954,19154,1,4,2,362,2744955.43750057,286365.28578904,1578,2127.5859283242544,2
344338500,2024-05-30,95000,3,1,1024,1925,19151,1,4,4,115,2668374.66349706,245072.50288922,2628,1968.2643633923583,3
071541700,2024-06-24,62000,3,1,960,1920,19134,1,4,4,177,2705186.75489898,252341.36892888,10607,450.57122394895123,4
364281700,2024-06-28,208000,3,1,956,1925,19145,1,4,2,32,2686587.92431456,228867.06285922,4093,595.8403309976258,5
364305700,2024-06-19,145000,3,1,999,1920,19146,1,4,4,33,2686330.32017098,229266.25267763,3790,1042.6821070490757,5
364189100,2024-06-20,210000,2,1,1048,1920,19146,1,4,2,32,2687491.61148356,229084.07882938,4565,1010.9383595036836,6
364343900,2024-06-24,145000,3,1,1184,1925,19146,1,4,4,33,2686000.08165823,229715.7898363,3306,1010.2485452657185,5
181228010,2024-06-18,300000,4,1,1260,1925,19125,1,4,4,158,2703513.59092247,244755.5274733,4036,1254.7990117274194,5
361186200,2024-06-27,475000,4,3,1632,2015,19146,1,3,3,31,2689938.04491089,229696.25641079,5418,1394.5498917598757,6
888095696,2024-06-21,1250000,2,2,1693,2009,19103,1,4,3,7,2691447.97693039,235449.16977371,11526,3122.978030974419,2
291000077,2024-06-06,280000,3,1,1650,2024,19121,1,1,1,138,2689948.8401649,244465.00180763,6959,1261.6810193046308,5
888038118,2024-06-20,700000,3,3,1198,1920,19107,1,3,3,5,2694260.15700156,236686.44092122,12901,3753.6635439245742,1
181048100,2024-06-27,375000,4,1,1800,1960,19125,1,3,3,158,2702003.63167205,242806.82369354,4177,1504.5112755141959,5
583028000,2024-06-10,440000,3,2,1320,1967,19116,1,4,3,365,2733620.45098422,303317.07439196,276,4166.119073141289,0
888582720,2024-06-25,275000,2,1,1170,1960,19116,1,4,3,358,2730088.44590914,296831.45514539,860,623.1163529664242,1
101082600,2024-06-20,80000,3,1,1338,1925,19126,1,7,7,267,2696905.19829939,273545.59850197,3987,1579.3170854300465,3
223211100,2024-06-19,415000,3,1,1552,1953,19119,1,4,4,237,2684416.30890715,272700.39448372,1653,1956.1447995403014,2
888652022,2024-06-26,150000,2,2,1531,1990,19114,1,4,5,351,2742270.74372298,271904.70184939,196,4872.522193627328,0
393188600,2024-06-26,211000,3,2,1250,1920,19148,1,4,4,41,2695069.32598689,223869.97410013,4477,1705.4282806159827,3
372060100,2024-06-26,132500,4,1,1114,1925,19133,1,4,4,175,2698908.11424106,253468.66490263,7815,1346.6771549432315,4
514147005,2024-06-27,40000,3,1,1200,1925,19143,1,4,4,71,2676946.89930531,230410.18739763,5015,1919.0181558742352,2
888211492,2024-06-24,250000,1,1,899,1820,19128,1,3,3,210,2678785.18401456,262237.87735105,1548,1444.8566039191662,2
091030200,2024-06-17,475000,3,2,2040,1954,19119,1,4,4,256,2685619.5397684,277466.10247196,1581,3175.24785344077,2
888220510,2024-06-11,390000,2,2,1370,1920,19119,1,3,3,236,2683534.22274481,271310.68696129,1144,3600.794622209511,1
381051900,2024-06-24,140000,3,1,1170,1940,19132,1,4,3,172,2690845.3560884,253427.50356764,5885,1248.3553384319155,3
302117700,2024-06-18,575000,3,2,1334,1911,19146,1,3,3,13,2688691.57725948,232282.72794388,4007,2185.4997267016015,5
312052900,2024-06-10,310000,2,1,856,1875,19125,1,4,2,160,2703698.58169423,245422.86767405,4141,1703.745962734129,5
331151200,2024-06-25,119000,3,1,1260,1920,19134,1,4,4,192,2706982.60859072,253631.79416955,9160,1688.649269641453,4
593119400,2024-06-24,729000,3,1,2385,1900,19144,1,4,4,238,2686032.45856197,267796.04799321,3222,3517.4038031615796,2
301385700,2024-06-21,530000,5,3,2332,1915,19146,1,4,4,14,2690815.67865431,232684.7464968,7953,686.0306772162902,5
541243500,2024-05-13,185000,3,1,1152,1950,19149,1,4,4,312,2717697.66918156,267381.63215539,4588,1379.2332866912868,2
531295700,2024-06-15,190000,3,1,1024,1925,19149,1,4,4,311,2714895.00221473,267357.85365963,4048,1680.069506174808,3
888302288,2024-05-13,629000,2,2,1283,2012,19146,1,3,3,13,2687258.65295997,232976.43718638,3448,1599.9894050101698,3
243235800,2024-06-06,145000,3,1,990,1935,19104,1,4,2,110,2682089.34571332,243291.47561139,3206,1310.2250860711886,6
211022700,2024-06-25,335000,4,1,1928,1920,19127,1,4,4,210,2678416.29892556,260728.79375505,1181,2105.767773528991,2
661021400,2024-06-10,351000,3,1,1586,1988,19114,1,4,4,353,2739177.25187849,283960.59866931,653,1749.8706264282669,1
363103600,2024-06-14,430000,3,2,1603,2019,19145,1,1,1,31,2688889.99057657,228346.31882197,5262,1634.533166730049,6
888093064,2024-06-17,1925000,3,2,2453,1900,19103,1,3,2,8,2691632.17242815,234933.68524039,11578,2617.3858422122626,3
888112014,2024-06-27,275000,2,1,889,1900,19103,1,3,3,4,2690099.00390656,236117.88070664,7965,2697.3725002055326,1
662322600,2024-06-27,349000,3,1,1254,1961,19154,1,4,4,362,2745145.5841019,282497.65638521,783,1751.5717177854176,1
888083379,2024-05-28,465000,2,2,1198,1980,19103,1,4,4,8,2690314.5165989,235285.4460198,8960,2447.6824557207633,2
011000054,2024-06-28,629000,3,2,1026,2024,19148,1,1,1,27,2697021.07930122,226502.95833546,4659,1760.857103661025,9
301069400,2024-06-25,640000,2,1,1208,1925,19146,1,3,3,14,2690959.95953372,232752.10922296,8259,612.7120730726485,5
888050668,2024-06-20,525000,2,1,1200,1973,19106,1,4,4,10,2696743.56574865,233862.10962763,8897,1168.2577937042522,3
213439800,2024-06-20,560000,4,2,2336,1900,19128,1,4,2,212,2678296.37856174,266778.89189105,1145,3364.2308328446384,1
402174300,2024-04-25,67500,3,1,1036,1925,19142,1,4,4,67,2675423.56311314,225487.25859521,5278,580.745608085558,4
552222700,2024-06-12,280000,3,3,1260,1950,19135,1,4,2,320,2721666.09005047,264076.1167848,4585,1004.9260255162671,7
542194500,2024-06-26,122500,3,1,1170,1950,19149,1,4,4,314,2719224.17695531,271489.61475305,4307,3184.5491611509406,1
053078520,2024-06-21,690000,3,2,1488,1975,19147,1,3,3,11,2696044.22889273,232654.39977272,9197,588.4018873753192,7
222012000,2024-06-11,565000,4,3,2110,1925,19119,1,4,2,254,2689154.4598639,276086.47334147,1930,1668.5077509382927,2
441183600,2024-05-21,120000,2,1,870,1925,19139,1,4,4,93,2675530.84242615,238760.01026489,8010,2651.2835203683285,4
372401600,2024-06-18,50000,3,1,996,1920,19133,1,4,2,174,2697359.54975289,252482.78235997,7409,458.20593943790755,3
193201700,2024-06-18,43750,3,1,1092,1920,19133,1,4,4,176,2701330.27343872,253254.57773238,7147,1210.417934440778,6
193201600,2024-06-18,43750,3,1,1092,1920,19133,1,4,4,176,2701344.23141606,253252.52458689,7150,1223.6155181525776,6
312039200,2024-06-09,330009,3,1,1036,1925,19125,1,4,3,160,2705524.21813481,246951.6608763,5003,334.72112197276357,4
314063900,2024-06-04,267000,3,1,862,1920,19125,1,4,4,160,2704639.8993654,246923.4069958,5375,1218.1281279490252,6
482180400,2024-06-24,151000,3,1,1056,1920,19145,1,4,4,37,2688462.60954157,225838.88518855,5026,1355.87730082079,5
162348900,2024-06-21,33000,3,1,1110,1915,19132,1,4,4,168,2691415.16925323,250546.01195531,8156,798.7735759541716,3
261192800,2024-06-17,240000,3,1,1056,1920,19145,1,4,4,39,2691380.63224882,225737.04090405,5209,476.5466485995916,5
888800584,2024-06-24,1150000,3,2,1812,2020,19102,1,1,1,8,2692254.00779864,234416.34441155,12304,2257.2684506830965,5
652303900,2024-06-14,405000,3,2,1650,1955,19114,1,4,4,352,2738700.84272631,274211.51678956,965,1212.0360765914759,2
302119500,2024-06-20,665000,3,2,1387,2010,19146,1,3,3,13,2688263.69491315,232336.15762705,3885,2045.8346712890584,5
351049100,2024-06-24,258000,3,1,1200,1950,19120,1,4,4,291,2708011.48415765,265916.5225528,2995,2654.6938325233386,1
542303900,2024-06-25,250000,3,2,1202,1950,19149,1,4,4,314,2719413.67985715,270649.69484496,4701,2412.4317321703793,1
552431900,2024-06-24,266000,3,1,1200,1950,19135,1,4,4,320,2723338.04930498,263206.06603147,4470,579.5197332103805,7
042267100,2024-04-12,76500,3,1,1179,1920,19151,1,4,4,95,2672275.48246706,241595.39042088,7864,1440.58701091985,4
441290000,2024-06-24,20000,3,1,1200,1925,19139,1,4,4,103,2676546.57989597,240628.13841838,7202,533.8486285755066,5
421615600,2024-06-24,237500,3,1,1188,1930,19124,1,4,3,289,2707797.94062148,261017.54153714,2569,2224.6652726952916,2
421346300,2024-05-31,125000,3,1,1089,1940,19120,1,4,4,289,2705468.69495189,262697.84066996,3860,1255.0380519919472,2
364210700,2024-06-11,115000,3,1,1092,1925,19146,1,4,4,32,2686914.08278298,229001.40839104,4209,772.0418030265369,5
343317900,2024-06-28,224000,3,1,1120,1949,19151,1,4,3,98,2664660.93306364,242452.60196105,1057,2815.878639647376,1
888050299,2024-06-26,410000,2,2,1209,1900,19107,1,3,4,11,2693452.36235732,234044.36812139,13238,1727.3756125457942,5
394554100,2024-06-25,305000,3,1,1344,1925,19148,1,4,4,29,2692698.94391665,227234.80693738,5701,816.7686517335239,8
591148800,2024-06-20,110000,3,1,1260,1905,19138,1,4,4,249,2693479.74484847,273249.60139056,3818,1074.3623968840625,3
663258400,2024-06-21,320000,3,1,1360,1961,19154,1,4,4,363,2745327.31306915,291456.13518739,938,1300.654048830622,2
581132110,2024-06-11,420000,3,2,2360,1988,19115,1,3,3,356,2728037.13866006,290346.51962447,762,810.0908384247384,1
888071870,2024-06-14,160000,1,1,559,1900,19107,1,4,4,2,2695152.4065294,237682.40644896,12004,4157.400129140105,0
312000079,2024-06-27,560000,3,2,2115,2024,19125,1,1,1,378,2705921.61924289,243455.02744964,1724,2590.7062918941147,2
292203710,2024-06-15,524750,3,3,1783,2018,19121,1,1,1,137,2687173.87458622,244585.85983363,3890,1982.6246855886702,3
383065800,2024-06-28,900000,3,3,2366,1920,19129,1,4,3,206,2685913.51326181,260105.26120946,1338,3659.296267567811,1
451390100,2024-06-21,125000,2,1,986,1920,19134,1,4,4,382,2709747.12963648,250001.92478888,6104,1271.7249981771724,6
193201000,2024-06-20,32500,3,1,1092,1920,19133,1,4,2,176,2701430.05047014,253240.54232739,7323,1304.8810135813121,6
888089664,2024-06-26,1225000,2,2,1227,2017,19103,1,1,1,8,2688578.75333814,235049.48684604,5072,864.2748568141708,2
022093240,2024-06-17,670000,3,2,2400,1980,19147,1,4,4,366,2699453.73618132,230320.1764228,2484,920.7845092930991,5
363257400,2024-06-25,392000,3,2,1481,2018,19146,1,1,1,31,2689391.89081948,228770.56961389,5565,1600.3859932692542,6
301211900,2024-06-21,473000,2,1,800,1920,19146,1,4,4,19,2692068.51932448,231484.42835939,7011,1074.7348851916543,9
331071800,2024-06-24,41500,3,1,1110,1920,19134,1,4,4,177,2706338.3723464,253062.04596521,9785,1327.420339146155,4
214086514,2024-06-13,400000,3,1,2080,1986,19128,1,4,4,218,2673104.09367073,274869.75497438,619,3219.317553191382,1
214192700,2024-06-20,400000,4,2,1552,1959,19128,1,4,2,217,2673019.07349956,270542.01428606,820,5398.849541254889,0
463193500,2024-06-11,259000,4,1,1870,1965,19143,1,4,4,81,2674084.99164331,234170.11426097,5683,399.53822226294847,2
351151800,2024-06-17,153000,3,1,964,1926,19124,1,4,4,390,2712438.6987284,266061.62823372,2914,1209.9996372378043,1
652336100,2024-06-14,530000,4,1,2000,1925,19114,1,4,4,352,2741325.10683472,275862.18573231,580,2718.417612581634,1
302224000,2024-05-31,589000,3,1,1452,1925,19146,1,2,2,13,2688142.84344882,231931.02392288,3948,2110.8489161059565,6
521075300,2024-05-10,109000,3,1,1422,1925,19131,1,4,4,119,2674411.78331256,247527.42416047,3333,1308.4516689779605,5
622193700,2024-05-28,163000,3,1,1086,1940,19135,1,4,4,319,2720195.23177172,263746.07446589,4976,1364.3876998039768,4
332390600,2024-06-17,206000,4,2,1408,1925,19124,1,4,4,191,2709986.0973344,257736.00708972,3420,1758.5792532294056,4
392147800,2024-06-21,305000,2,1,1108,1920,19148,1,3,3,42,2696745.29310739,224440.88142288,4685,1577.9260065853798,3
073189200,2024-06-21,40000,2,1,984,1935,19134,1,4,4,192,2705515.58166915,254210.58303821,9178,810.2616471926281,4
888022014,2024-06-28,545000,2,1,1208,2007,19147,1,3,3,15,2696083.0267154,232269.50979446,8047,696.3461953080415,7
092086300,2024-06-25,435000,3,1,1387,1906,19119,1,4,4,388,2684538.84573556,274576.65910389,1506,1054.631734537077,2
