parcel_number,sale_date,sale_price,number_of_bedrooms,number_of_bathrooms,total_livable_area,year_built,zip_code,category_code,exterior_condition,interior_condition,census_tract,x_coord,y_coord,crime_count_15min_walk,dist_to_park_ft,park_within_15min_walk
611258000,2024-12-19,160000,3,1,1224,1940,19120,1,4,4,273,2704552.61115414,269809.75689229,2531,1171.2055636426621,4
552056800,2024-11-25,210000,3,1,1226,1950,19135,1,4,4,320,2722561.83924323,263722.95180872,4677,782.7411541621067,8
212267800,2024-12-15,266000,3,1,1064,1955,19128,1,4,4,213,2676595.94593897,265785.09040096,1678,2336.1484738795084,2
392197500,2024-12-27,249000,3,1,1440,1920,19148,1,4,4,42,2696212.34535439,223866.85238722,4009,1099.3623520006706,3
212170800,2024-12-12,370000,3,2,1216,1940,19128,1,4,2,210,2679217.9817054,262003.99067971,1431,1576.6725130011448,2
091024100,2024-12-26,568000,4,2,2040,1954,19119,1,4,3,256,2685802.41965199,277409.42049871,1618,3127.758375050334,2
081185930,2024-12-23,2425000,4,4,5200,2007,19146,1,4,3,12,2689834.36335973,233851.60899247,7115,1863.585366672895,3
332288000,2024-12-27,165000,2,2,684,1925,19124,1,4,4,191,2709249.96626073,257738.00380488,3173,1596.2590590278721,4
551436500,2024-12-16,250000,3,1,1472,1945,19149,1,4,4,315,2725343.77757698,267984.7900698,4462,2058.1596505385605,5
451083700,2024-12-20,250000,3,1,1208,1925,19134,1,4,4,379,2712822.41876148,250209.04051638,2631,1147.0932600082783,4
888001236,2024-12-20,320000,2,2,1740,2022,19122,1,1,1,145,2697365.93130182,243927.88608396,6520,1037.3139256224267,5
363199000,2024-12-16,320000,3,1,1320,1925,19146,1,3,3,31,2690324.74787764,229203.6766873,5477,1703.794542795572,8
273109800,2024-12-23,260000,3,1,1336,1940,19143,1,3,2,74,2678617.41105615,231116.4110508,3879,1107.0910605393155,3
531027200,2024-12-19,228900,3,1,1096,1965,19111,1,4,4,311,2716037.39002182,267956.55817088,4524,1224.8628166199112,2
422139700,2024-12-05,180000,3,2,1200,1935,19120,1,4,4,286,2703734.35885364,263476.54580547,5313,2036.6612408866067,3
021206300,2024-11-27,535000,3,1,1778,1915,19147,1,3,3,23,2693510.62864497,230200.0172143,5080,885.43485289772525,11
662015400,2024-12-27,355000,3,2,1380,1963,19154,1,4,4,361,2742253.88417664,289508.37595955,895,1499.3713179527251,2
365036600,2024-12-10,575000,5,3,2202,1925,19146,1,4,4,22,2692298.85022865,230321.38573797,5330,1577.581896209201,9
888055168,2024-12-23,445000,2,2,1074,1990,19147,1,4,4,11,2694389.67970839,232824.44339588,11748,443.15271791629465,7
011093000,2024-12-20,150000,2,1,1064,1920,19148,1,5,4,27,2698275.33269823,226991.32612513,3792,1397.67047447627,5
123164500,2024-12-26,152000,4,1,1734,1900,19144,1,4,4,242,2691571.59348106,263828.96832897,4550,1807.9473490631494,2
621434900,2024-12-27,220000,3,2,1230,1945,19124,1,4,2,302,2716056.24989223,263672.80755205,4584,686.773132504538,2
213328100,2024-12-18,380000,3,1,1216,1955,19128,1,4,3,217,2676351.90180765,267277.43026406,1237,2841.9741941072893,1
393375300,2024-12-18,115000,3,1,1024,1940,19148,1,4,4,41,2694499.89733572,223946.41456404,4637,1888.1116126608415,4
313006800,2024-12-30,395000,4,1,1590,1875,19125,1,4,3,160,2703653.73959231,245200.72441755,4113,1691.435460368744,5
381009400,2024-12-11,208000,3,1,1152,1940,19132,1,4,4,171,2691319.2960854,254528.16147129,5608,1505.7832688716148,3
343027600,2024-12-26,180000,3,1,1096,1925,19151,1,4,3,100,2669438.84706423,242087.7552498,4591,640.6604103330872,2
552267000,2024-12-27,271500,3,1,1376,1940,19135,1,4,4,326,2725883.54355781,266441.81349696,4627,807.4662862387528,7
542056500,2024-12-23,240000,3,1,1224,1950,19149,1,4,4,314,2721320.4506499,268908.70292014,5168,2187.43264061795,3
251456800,2024-12-19,205000,3,1,1226,1920,19134,1,3,3,179,2707690.04713649,248599.52536272001,6428,535.5824988909818,5
062133400,2024-12-16,87500,3,1,1002,1925,19104,1,4,4,107,2680010.24947782,242388.17098755,4170,2150.775912578077,7
591127730,2024-12-27,102500,3,1,1216,1950,19144,1,4,4,246,2690627.04418907,269160.71127439,3940,930.8447620392852,4
492117000,2024-12-13,185000,3,2,990,1935,19120,1,4,3,285,2700758.4799629,264909.37856972,4910,325.1532174543058,2
622417700,2024-12-23,155000,2,1,810,1945,19124,1,4,4,298,2719178.67212506,260014.64918597,4625,1876.124143862515,4
641150500,2024-12-12,295000,6,3,1416,1925,19149,1,4,3,332,2725368.71748772,269128.62439629,3499,1873.0538848431506,3
084110525,2024-12-18,845000,4,3,2760,2009,19130,1,3,3,133,2693439.21146497,241309.06651847,7306,1272.3140911185042,3
213275800,2024-12-31,335000,3,1,1144,1960,19128,1,4,4,212,2678621.44976197,266276.59433922,1200,2790.767128086653,1
622349800,2024-12-27,215000,3,1,1186,1942,19124,1,4,4,298,2719572.55158664,261724.00173838,5298,1373.5236253653713,7
061221700,2024-12-27,343000,5,2,1656,1915,19104,1,4,4,92,2681688.70051722,238464.79727264,5946,1622.5121614981767,5
312000125,2024-12-18,592443,3,2,2115,2021,19125,1,1,1,378,2706144.81531881,243767.12754722,1757,2824.596184207179,2
312000002,2024-12-18,1403580,4,3,3843,2021,19125,1,1,1,378,2705982.81957981,242849.77373888,1453,2733.1746362594317,1
405100504,2024-12-23,315000,3,1,1440,1925,19153,1,4,3,54,2669296.62654814,214158.26944222,551,3810.550008446694,1
501229200,2024-12-29,320000,3,2,1170,1950,19150,1,4,2,259,2689372.47616014,282782.94452855,960,659.310856515187,1
351185500,2024-12-20,187000,3,1,946,1940,19124,1,4,3,390,2713050.9317559,266084.27451389,3082,1453.8921490503446,2
212522850,2024-12-19,369900,3,2,1632,1988,19128,1,4,4,220,2670630.7606909,277347.03151588,447,2767.4907668046458,1
571219000,2024-12-20,335000,3,1,1107,1958,19152,1,4,3,347,2728752.31045806,279523.57703155,1533,5510.785005995786,0
151139100,2024-12-11,539000,3,1,1200,1934,19130,1,4,3,135,2690696.96268439,243027.93775263,6943,1964.393000011936,6
561055100,2024-12-18,287000,3,1,1450,1953,19111,1,4,4,338,2716893.17636798,276784.32693264,1766,2116.041754748591,1
631049400,2024-12-26,330000,3,1,2000,1953,19111,1,4,4,341,2715462.8186644,282750.89800471,658,1620.0787952453677,1
394431000,2024-12-27,268000,3,1,960,1925,19148,1,4,4,40,2692402.23650481,223251.15808055,4310,2393.103316498491,4
492134900,2024-12-19,365000,3,2,1964,1935,19126,1,3,2,270,2700669.95094047,271772.96293963,2792,2387.496775392484,3
223256500,2024-12-20,800000,4,2,2456,1925,19119,1,4,3,236,2682588.99038331,269271.71433322,690,5593.137279122874,0
344168600,2024-12-17,530000,7,3,3463,1925,19151,1,4,4,375,2668095.90027507,247624.44037063,1290,3764.036187125994,1
888153400,2024-12-23,755000,4,3,3741,2008,19130,1,3,3,134,2689592.23884398,241437.48850572,4546,2354.567147591108,5
223155500,2024-12-23,465000,3,2,1488,1925,19119,1,4,4,236,2682610.49887048,270069.47717339,696,5146.949632007154,0
031041600,2024-12-20,110000,3,1,1130,1925,19139,1,4,4,83,2670718.01281297,238359.42412379,5315,1038.4434910240275,6
552461000,2024-12-27,160000,3,1,1320,1950,19135,1,4,4,320,2723007.45055673,262692.78818664,4454,1142.8679919355259,7
552260900,2024-12-11,185000,3,1,1260,1945,19135,1,4,4,320,2721873.11128998,263553.80746196,4585,1487.1311148010132,7
331132700,2024-12-23,82000,3,1,784,1920,19134,1,4,4,192,2705782.67824781,253705.3875263,9595,1020.1180287917028,4
531245200,2024-12-28,125000,3,1,1296,1951,19111,1,4,4,309,2714834.50200765,268948.64148855,3748,521.0982687471943,2
604172000,2024-12-12,50000,3,1,1098,1925,19143,1,4,4,84,2672132.20388223,236785.36165513,6157,447.1007523667891,5
033033100,2024-12-20,245000,4,2,1560,1920,19143,1,4,4,82,2670996.1398814,234624.14124005,3537,1926.6426994870542,5
023284810,2024-12-27,400000,3,1,1377,2006,19147,1,4,3,15,2693655.56306639,232222.71067546,10242,1155.881729630994,9
641130800,2024-12-23,380000,3,3,1530,1953,19152,1,4,2,332,2725542.58623448,269713.13897529,3380,1650.6769181942616,3
172390100,2024-12-30,125000,3,1,960,1925,19138,1,4,4,279,2695102.0719844,269000.17288154,4361,520.0068429654657,3
612063800,2024-10-01,155200,3,1,1188,1947,19120,1,4,4,274,2703161.15101056,267929.39418322,3408,2251.8958825533555,6
442100300,2024-12-17,65000,3,1,780,1925,19131,1,4,5,111,2676065.04444173,242847.01422997,6768,1470.3778932317155,5
221130300,2024-12-20,235000,3,2,1164,1925,19119,1,4,3,254,2688662.26563831,273867.88558705,2156,1545.9397033939924,5
542042600,2024-12-23,300000,3,1,1236,1950,19149,1,4,3,314,2720952.77618839,268945.30488105,4869,2351.3061461523953,3
112227200,2024-12-06,50000,5,2,1610,1940,19140,1,4,4,201,2694977.8675084,256189.30972379,6296,1489.202201761507,1
602073400,2024-11-25,410000,3,2,1590,1925,19139,1,4,2,85,2676941.50331873,236826.88092905,6920,3992.9006306864203,0
281156700,2024-12-10,95000,2,1,952,1915,19132,1,4,3,169,2688875.20648539,251571.53975989,5578,2790.473195865173,4
281017100,2024-12-18,45000,3,1,928,1915,19132,1,4,4,172,2690858.24385789,252454.43202296,6686,1727.5574906917104,3
412270900,2024-12-17,260000,3,1,1152,1950,19135,1,4,4,326,2727051.27350581,266705.18403322,4286,620.0402135591456,6
403077100,2024-12-27,78000,3,1,1248,1925,19142,1,4,4,64,2671518.58207798,226279.01718231,2750,863.9294521421917,2
382184000,2024-12-13,150000,3,1,1180,1948,19129,1,4,4,170,2687535.48180264,255573.68562697,2701,1436.97255819585,2
551237100,2024-12-23,239000,3,1,1204,1950,19149,1,4,4,315,2722279.26139632,267914.88469779,5008,1584.2733301900241,3
551322200,2024-12-23,159000,3,1,1204,1950,19149,1,4,4,315,2722361.9383963,268628.86686563,4887,1181.1428347610276,3
482078700,2024-12-23,40000,3,1,886,1920,19145,1,4,4,36,2685248.27771564,226747.84137589,3288,1989.6489544759597,4
461172500,2024-12-20,649000,7,2,3150,1895,19143,1,4,4,78,2679757.70831622,233931.79977697,3842,2040.4646060258347,2
612207800,2024-12-27,215000,3,2,1020,1935,19120,1,4,4,274,2703754.09175381,269466.24740872,2710,1876.9821021367693,4
252142000,2024-12-27,40000,3,1,1086,1920,19134,1,4,4,178,2706123.27467948,250409.11196662,10269,1729.7892677902091,4
621230300,2024-10-06,93800,3,1,1208,1950,19149,1,4,4,318,2717911.03424039,266491.02698122,4455,2012.9387515259039,5
365198600,2024-12-20,70000,3,1,982,1925,19145,1,4,4,30,2690990.49129681,227500.98980397,5554,991.1777620647698,7
101341100,2024-12-24,280000,3,2,1344,1925,19126,1,4,2,266,2697301.96620664,277288.31837872,2324,2377.9127347910558,2
101294000,2024-12-30,324900,4,3,1344,1925,19126,1,4,2,266,2696958.35239255,276736.20334122,2786,2030.5243056491956,2
888211540,2024-12-19,186000,1,1,650,2004,19128,1,3,3,214,2676416.23074722,263519.79276621,1614,2037.2372916467987,3
152027810,2024-12-27,1300000,5,3,4110,1920,19130,1,4,4,134,2692607.08550456,240405.30356221,7542,708.7313214041483,2
662311800,2024-12-11,375000,3,1,1296,1970,19154,1,4,4,362,2744611.50085248,282693.31937972,869,1654.3622804663387,1
513025500,2024-12-18,65000,3,1,992,1925,19143,1,4,4,72,2673648.24743806,232828.56641914,4864,1457.9822283507087,1
031161700,2024-12-20,100000,2,1,1030,1925,19139,1,4,4,83,2671370.27922498,237724.7521648,5847,1258.3208524407676,5
042206900,2024-12-19,83000,3,1,960,1920,19139,1,4,3,94,2673369.72666964,240117.35860005,8985,885.6053545707863,3
171323300,2024-12-23,150000,3,1,1320,1925,19138,1,4,4,277,2694711.46252939,271998.05697763,4350,1149.9343782577018,4
482258600,2024-12-16,87000,3,1,1120,1920,19145,1,4,4,37,2687985.51764798,227082.36990629,5182,1284.1160463087706,4
888000850,2024-12-16,4650000,3,3,2501,2022,19103,1,1,1,7,2690876.59159023,235520.10565546,10426,3056.738129655492,2
452084000,2024-12-26,135000,2,2,1186,1910,19134,1,4,3,188,2708935.92161323,252913.63156389,8328,1615.6303308522256,5
112111100,2024-12-20,157000,3,1,1680,1925,19140,1,4,4,202,2694151.78713956,256297.70812905,6091,806.2845273462619,1
481200000,2024-12-19,300000,3,1,1016,1920,19145,1,4,3,30,2691229.07513723,227168.22537763,5515,868.9396999834762,6
583023400,2024-12-18,565000,4,4,2142,1967,19116,1,4,2,365,2732463.69476756,302954.41041914,299,4473.10156546562,0
251354300,2024-12-20,250000,1,1,712,1925,19134,1,3,3,180,2709385.5650709,248780.41935788,3924,1243.7423279873972,5
382265000,2024-11-08,585000,3,3,1998,2015,19129,1,3,3,207,2686088.94630989,257074.22265214,1621,679.732466643352,1
532409400,2024-12-13,339900,3,1,1386,1949,19111,1,4,3,308,2715398.58158815,274580.17878188,2349,1400.267260524079,1
631095600,2024-12-20,310000,3,1,1020,1955,19111,1,4,4,339,2713803.23569748,277949.77473296,1585,3478.0662430195002,1
393022000,2024-12-13,505000,3,2,2100,2024,19148,1,1,1,41,2695082.66683948,226040.83786863,5506,731.9413037619809,8
412323800,2024-12-09,179000,3,2,1188,1950,19135,1,4,4,326,2727895.96571407,266029.98886129,3967,1250.1037555946714,5
631377300,2024-12-10,337000,2,1,1190,1959,19111,1,4,4,341,2716833.02524157,282450.16501038,706,2135.085480912246,1
043016000,2024-12-11,90000,3,1,1110,1925,19131,1,4,4,102,2673332.29006472,241728.96790963,8551,789.6003482324168,4
622299800,2024-12-10,255000,4,1,1800,1945,19135,1,4,4,319,2719842.59369747,262580.28217804,5584,890.5274168614245,6
621511400,2024-12-13,105000,3,1,1220,1940,19149,1,4,4,317,2717680.64756206,264239.42256054,4528,1853.2912011878987,3
213025010,2024-12-30,476000,3,2,2000,1997,19128,1,3,4,209,2680561.64929365,259793.14766046,866,2100.3410800196407,1
394539000,2024-11-11,400000,3,2,1856,1925,19148,1,4,4,29,2692713.21488547,227466.94951771,5653,752.3592738204237,9
041282400,2024-12-20,255000,4,2,1800,1925,19131,1,4,2,112,2674874.39524823,243068.1292733,7099,1012.5545692921518,5
663237900,2024-12-23,250778,3,1,1360,1961,19154,1,5,4,363,2744409.21451165,290840.96154897,1083,1281.3075429979542,3
661056500,2024-12-13,355000,3,1,1560,1967,19114,1,4,4,353,2740123.81428981,283436.73521571,825,1117.5748758064951,2
351210200,2024-11-08,180000,3,1,1128,1925,19120,1,4,4,305,2708950.78870948,269140.2798848,2040,1924.223042962534,2
212380550,2024-12-12,1225000,4,4,3865,1930,19128,1,2,2,219,2671599.0166284,272047.3350943,631,6270.56572600996,0
365396005,2024-12-20,299900,2,2,1024,1925,19145,1,3,2,30,2690784.49138072,227683.98123588,5541,1192.8576419928118,7
171345000,2024-11-08,257000,4,2,1722,1925,19141,1,4,4,277,2696831.3224629,271802.59247355,4570,502.25393407516106,3
011438100,2024-12-18,290000,3,1,1176,1924,19148,1,4,3,27,2696822.26441014,227172.74538171,4744,1653.4005226990269,9
041308300,2024-12-26,110000,4,2,1504,1915,19131,1,4,3,113,2674193.82311857,244691.15424247,5657,133.66615495573575,5
542046400,2024-11-15,296000,3,2,2000,1950,19149,1,4,4,314,2718757.57322973,270645.83100756,4619,2294.8843253888945,2
181120100,2024-12-27,285000,2,1,940,1920,19125,1,4,4,158,2702185.2546684,244473.71340439,5005,1098.0801765949213,5
342344800,2024-12-12,78915,3,1,1080,1925,19151,1,4,4,101,2670620.63571115,243134.84042597,5534,2216.475027176086,4
033143600,2024-07-15,165000,3,1,1022,1920,19143,1,4,4,82,2671779.45491581,233338.69860096,3646,2143.4946954186184,3
352078100,2024-11-19,95000,3,1,1299,1925,19120,1,4,4,305,2710156.42704622,269420.1415298,2258,1388.045790880528,1
463168400,2024-12-23,122000,3,1,1170,1925,19143,1,4,4,81,2674565.2291999,234868.15814047,6525,1041.0400660759037,2
402212900,2024-12-23,77000,3,1,1086,1920,19142,1,7,7,67,2675459.37603365,225144.81308588,5276,391.5099557273886,3
172477600,2024-12-19,65000,3,1,1056,1925,19138,1,5,4,277,2694552.04257265,272601.19422279,4229,1306.9804337241617,5
552328900,2024-12-03,210000,3,2,1296,1950,19135,1,4,4,320,2723570.07836849,264035.9082038,4794,338.6080654176278,7
406207900,2024-12-20,100000,3,1,1120,1925,19142,1,5,4,62,2674756.68321331,224607.67505255,5345,524.0466386713567,3
422137100,2024-12-13,165000,3,1,942,1930,19120,1,4,3,286,2702092.59704532,263265.35364255,5166,2428.74298044566,2
251396700,2024-12-05,325000,3,1,1338,1925,19134,1,4,4,180,2709111.42454307,249025.31978671,4305,1487.090529769245,6
314067900,2024-12-11,490000,3,2,1320,1875,19125,1,2,2,160,2705132.41347224,246258.47656713,4054,986.5616646584814,5
612458700,2024-12-17,205000,3,1,1200,1945,19120,1,4,4,273,2704216.79752131,267501.25691614,3662,1697.5646263101187,3
531263100,2024-12-21,188000,3,1,1348,1925,19149,1,4,4,311,2714334.71035631,267343.37107705,3730,1923.2878194752147,2
572052731,2024-12-13,220000,3,1,1296,1960,19136,1,4,4,348,2731536.55292106,276468.86988638,951,4392.284753419928,0
641198300,2024-12-13,312000,3,1,1270,1922,19152,1,4,4,332,2725252.27513531,270206.77643946,3074,1914.5414046581923,2
381275400,2024-10-25,115000,3,1,1263,1940,19129,1,4,4,171,2689533.05097023,255555.16302621,4410,1407.0070988680309,2
101018500,2024-12-14,291000,4,3,1396,1925,19126,1,4,2,267,2698170.34767199,273987.19013846,3008,2162.5075126518354,1
393479600,2024-12-11,95000,3,1,984,1925,19148,1,4,2,41,2693793.50307924,223188.82880889,4295,2804.6516550823835,4
302101100,2024-12-26,518500,3,3,1551,2006,19146,1,4,3,13,2687329.06259607,232594.5951023,3574,1914.2825926966198,4
021320100,2024-12-20,163000,2,1,676,1920,19147,1,4,4,25,2696420.7760399,229108.41375446,4559,838.1494866197729,12
433052700,2024-05-14,42500,3,1,1200,1940,19140,1,4,4,198,2700288.57998407,257781.66119789,5108,2962.332484138366,2
433040500,2024-12-31,164900,3,1,1158,1940,19140,1,4,2,198,2700472.1616379,257841.29624921,4815,3038.8053355194734,1
612254200,2024-12-31,108000,3,1,1206,1945,19120,1,4,4,275,2701137.01890399,267910.38962805,4402,1077.6123629241301,3
041080900,2024-12-26,163000,3,1,1165,1925,19131,1,4,4,102,2674251.28428973,242070.47149171,8344,1283.4233766966208,4
463097200,2024-12-24,249900,3,1,1320,1925,19143,1,4,4,81,2673106.93749706,234781.75050488,5701,775.1824355874498,3
461143300,2024-12-13,385000,4,1,1696,1909,19143,1,4,4,78,2679209.10081765,232536.92887905,3467,647.872651544566,2
642237300,2024-12-18,240000,3,1,1152,1955,19136,1,4,4,331,2729060.84593023,269178.03866754,3280,2088.7706123616254,5
383090000,2024-12-13,360000,2,1,1200,1939,19129,1,4,3,207,2684224.1780578,257902.4696833,957,2562.086179898753,2
642103300,2024-12-16,268000,3,1,1472,1953,19136,1,4,3,331,2726691.7194349,268615.56144606,3742,1502.7977086348283,5
642300500,2024-12-30,280000,3,1,1260,1961,19136,1,4,4,331,2730023.43882132,270491.58295646,2437,2099.5445480486364,3
081012300,2024-12-17,1950000,5,4,4542,1850,19103,1,4,3,12,2689664.8299061498,234549.13220371,7179,1630.2899921398837,3
411405800,2024-12-20,245000,3,1,1140,1930,19135,1,4,3,323,2724020.64570881,261314.06522229,2968,648.1581083270911,5
402253300,2024-12-09,76000,3,1,900,1920,19142,1,4,4,67,2675845.76141573,224684.41702504,5129,821.836207391057,3
102398200,2024-12-27,112500,3,1,904,1925,19138,1,4,4,265,2694582.29579298,274234.24443439,4056,1782.0577926901904,5
172223200,2024-12-09,110000,3,1,1246,1925,19126,1,4,4,267,2697073.32033847,273217.85079788,4036,1223.5070541128882,2
411335600,2024-12-23,130000,3,1,1056,1935,19135,1,4,4,323,2724887.89594281,262617.69188014,3762,433.9317595836084,5
491487300,2024-10-10,277000,3,3,1344,1940,19141,1,3,2,283,2697936.94557972,262592.1807763,5411,2039.375953352219,3
301124300,2024-12-31,825000,3,2,1508,1925,19146,1,3,3,14,2690145.57631998,232312.22919722,6422,1255.2757283684027,5
211030000,2024-12-19,340000,4,1,1620,1900,19127,1,4,4,210,2678596.43242356,261099.55679305,1266,2180.2201967969727,2
561375500,2024-12-31,325000,3,2,1280,1961,19111,1,4,3,335,2720061.5591388,274893.44521572,3126,3273.227657653791,1
183027800,2024-12-18,380000,4,2,1653,1920,19122,1,4,3,157,2700895.88782457,245431.31877263,5454,515.8939167574653,6
162301500,2024-12-27,120000,3,1,960,1925,19132,1,4,4,168,2691327.24948156,251021.79184364,8078,644.934517162154,4
888570077,2024-12-09,162000,1,1,803,1965,19152,1,4,4,347,2729090.63852157,280089.10969312,1575,6083.877278091311,0
502278900,2024-12-27,250000,3,2,1164,1950,19150,1,4,4,259,2687950.93799272,282247.52073063003,1032,1123.8477499873975,1
233048600,2024-12-06,250000,3,1,1408,1930,19124,1,4,4,292,2712952.00446031,263858.12673521,3568,1222.425057991352,3
211433600,2024-12-13,479000,2,2,1904,1925,19127,1,3,3,215,2674381.77024923,264740.5938023,1268,563.8524471959441,2
161043600,2024-09-13,155000,4,1,1822,1915,19132,1,4,4,167,2694633.53322332,249021.87622406,8761,436.230670674639,5
